route_name,route_service,direction,stop_id,stop_sequence,stop_name,stop_lat,stop_lon,interstop_time_s,interstop_distance_m,fare
100,O.T.C-Pangani-Muthaiga Roundabout-Kiambu Road-Kiambu Institute-Kiambu,Outbound,0212GRD,1,OTC,-1.28614068,36.83066726,0,0,100
100,O.T.C-Pangani-Muthaiga Roundabout-Kiambu Road-Kiambu Institute-Kiambu,Outbound,0300EQT,2,Equity Ngara,-1.278382,36.830223,103,1339,100
100,O.T.C-Pangani-Muthaiga Roundabout-Kiambu Road-Kiambu Institute-Kiambu,Outbound,0201SDP,3,Pangani Police Post,-1.27023,36.83564,128,1406,100
100,O.T.C-Pangani-Muthaiga Roundabout-Kiambu Road-Kiambu Institute-Kiambu,Outbound,0211NPA,4,Pangani,-1.263776422,36.83761418,91,1036,100
100,O.T.C-Pangani-Muthaiga Roundabout-Kiambu Road-Kiambu Institute-Kiambu,Outbound,0211MBS,5,Muthaiga Bus Stage,-1.25919,36.84238,90,765,100
100,O.T.C-Pangani-Muthaiga Roundabout-Kiambu Road-Kiambu Institute-Kiambu,Outbound,0201UGC,6,Muthaiga Golf Club,-1.257732242,36.84297949,29,189,100
100,O.T.C-Pangani-Muthaiga Roundabout-Kiambu Road-Kiambu Institute-Kiambu,Outbound,0211CID,7,CID,-1.2503,36.84658,109,951,100
100,O.T.C-Pangani-Muthaiga Roundabout-Kiambu Road-Kiambu Institute-Kiambu,Outbound,0211SHP,8,Shark's Palace,-1.2406,36.84422,130,1266,100
100,O.T.C-Pangani-Muthaiga Roundabout-Kiambu Road-Kiambu Institute-Kiambu,Outbound,0201ROC,9,Rock City,-1.2382,36.84398,39,272,100
100,O.T.C-Pangani-Muthaiga Roundabout-Kiambu Road-Kiambu Institute-Kiambu,Outbound,0201WJY,10,Wanderjoy,-1.23113,36.84225,97,833,100
100,O.T.C-Pangani-Muthaiga Roundabout-Kiambu Road-Kiambu Institute-Kiambu,Outbound,0211NIJ,11,Jikoni's,-1.229967534,36.84096158,31,191,100
100,O.T.C-Pangani-Muthaiga Roundabout-Kiambu Road-Kiambu Institute-Kiambu,Outbound,0201RDS,12,Ridgeway Springs/Total,-1.229122281,36.84055924,21,116,100
100,O.T.C-Pangani-Muthaiga Roundabout-Kiambu Road-Kiambu Institute-Kiambu,Outbound,0201NTR,13,Naivas Ciata Mall/Ridgeways Mall,-1.22525,36.83883,61,488,100
100,O.T.C-Pangani-Muthaiga Roundabout-Kiambu Road-Kiambu Institute-Kiambu,Outbound,0201RND,14,Runda Junction,-1.22181,36.8361,63,503,100
100,O.T.C-Pangani-Muthaiga Roundabout-Kiambu Road-Kiambu Institute-Kiambu,Outbound,0201GTO,15,Githogoro,-1.2186,36.83579,48,389,100
100,O.T.C-Pangani-Muthaiga Roundabout-Kiambu Road-Kiambu Institute-Kiambu,Outbound,0201KWH,16,Bypass/Kwaheri Flyover,-1.21506,36.83495,53,416,100
100,O.T.C-Pangani-Muthaiga Roundabout-Kiambu Road-Kiambu Institute-Kiambu,Outbound,0211BLR,17,Balkan Sec School/Fourways,-1.212254226,36.833902,46,325,100
100,O.T.C-Pangani-Muthaiga Roundabout-Kiambu Road-Kiambu Institute-Kiambu,Outbound,0211EVE,18,Evergreen,-1.209570497,36.8330732,43,332,100
100,O.T.C-Pangani-Muthaiga Roundabout-Kiambu Road-Kiambu Institute-Kiambu,Outbound,0201KSR,19,Kasarini/Paradise Lost,-1.20585,36.83201,56,447,100
100,O.T.C-Pangani-Muthaiga Roundabout-Kiambu Road-Kiambu Institute-Kiambu,Outbound,0201KSS,20,Brentwood Hotel,-1.20461,36.83264,26,151,100
100,O.T.C-Pangani-Muthaiga Roundabout-Kiambu Road-Kiambu Institute-Kiambu,Outbound,0211AIC,21,Quickmart,-1.202403635,36.83386177,40,284,100
100,O.T.C-Pangani-Muthaiga Roundabout-Kiambu Road-Kiambu Institute-Kiambu,Outbound,0211TND,22,Thindigwa,-1.2003,36.83501,38,264,100
100,O.T.C-Pangani-Muthaiga Roundabout-Kiambu Road-Kiambu Institute-Kiambu,Outbound,0201MSH,23,Mushroom,-1.19582,36.83822,76,620,100
100,O.T.C-Pangani-Muthaiga Roundabout-Kiambu Road-Kiambu Institute-Kiambu,Outbound,0201BRA,24,Barua,-1.19333,36.83991,46,344,100
100,O.T.C-Pangani-Muthaiga Roundabout-Kiambu Road-Kiambu Institute-Kiambu,Outbound,0211VIN,25,Kwa Ng'ethe/Five Star,-1.189941287,36.83972239,50,366,100
100,O.T.C-Pangani-Muthaiga Roundabout-Kiambu Road-Kiambu Institute-Kiambu,Outbound,0211TIR,26,Itara,-1.185085773,36.83874607,69,542,100
100,O.T.C-Pangani-Muthaiga Roundabout-Kiambu Road-Kiambu Institute-Kiambu,Outbound,0211TIG,27,Kist Stage,-1.184202164,36.83860928,20,99,100
100,O.T.C-Pangani-Muthaiga Roundabout-Kiambu Road-Kiambu Institute-Kiambu,Outbound,0211KST,28,KIST,-1.18345499,36.83846712,19,84,100
100,O.T.C-Pangani-Muthaiga Roundabout-Kiambu Road-Kiambu Institute-Kiambu,Outbound,0201KJN,29,Kirigiti Junction,-1.17902,36.83742,64,514,100
100,O.T.C-Pangani-Muthaiga Roundabout-Kiambu Road-Kiambu Institute-Kiambu,Outbound,0211AKW,30,Kwa DO/Kiambu Limuru Junction,-1.175043583,36.83417559,72,617,100
100,O.T.C-Pangani-Muthaiga Roundabout-Kiambu Road-Kiambu Institute-Kiambu,Outbound,0201KCB,31,KCB Kiambu,-1.172811985,36.82988405,68,632,100
100,O.T.C-Pangani-Muthaiga Roundabout-Kiambu Road-Kiambu Institute-Kiambu,Outbound,0201KSU,32,Kamindi Supermarket,-1.171696186,36.82808161,35,237,100
100,O.T.C-Pangani-Muthaiga Roundabout-Kiambu Road-Kiambu Institute-Kiambu,Outbound,0213TMA,33,Kiambu Bus Terminus,-1.168987155,36.82630062,49,389,100
100,Kiambu-Kiambu Institute-Kiambu Road-Muthaiga Roundabout-Pangani-O.T.C,Inbound,0213TMA,1,Kiambu Bus Terminus,-1.168987155,36.82630062,0,0,100
100,Kiambu-Kiambu Institute-Kiambu Road-Muthaiga Roundabout-Pangani-O.T.C,Inbound,0210KLI,2,Old Kiambu,-1.172275543,36.8265152,49,845,100
100,Kiambu-Kiambu Institute-Kiambu Road-Muthaiga Roundabout-Pangani-O.T.C,Inbound,0210IHW,3,Kwa Ahindi,-1.17300126,36.82666808,18,81,100
100,Kiambu-Kiambu Institute-Kiambu Road-Muthaiga Roundabout-Pangani-O.T.C,Inbound,0200TKL,4,Total Kiambu,-1.175120205,36.82907671,48,374,100
100,Kiambu-Kiambu Institute-Kiambu Road-Muthaiga Roundabout-Pangani-O.T.C,Inbound,0210KDO,5,Kwa DO/Kiambu-Limuru Junction,-1.17498,36.83448,75,632,100
100,Kiambu-Kiambu Institute-Kiambu Road-Muthaiga Roundabout-Pangani-O.T.C,Inbound,0200KJN,6,Kirigiti/Ruui,-1.17895,36.83748,70,562,100
100,Kiambu-Kiambu Institute-Kiambu Road-Muthaiga Roundabout-Pangani-O.T.C,Inbound,0200KS2,7,KIST,-1.1835,36.83854,66,527,100
100,Kiambu-Kiambu Institute-Kiambu Road-Muthaiga Roundabout-Pangani-O.T.C,Inbound,0200RTI,8,Itara,-1.185209155,36.8388319,30,190,100
100,Kiambu-Kiambu Institute-Kiambu Road-Muthaiga Roundabout-Pangani-O.T.C,Inbound,0210HFI,9,Kwa Ng'ethe/Fivestar,-1.189877719,36.83962315,67,532,100
100,Kiambu-Kiambu Institute-Kiambu Road-Muthaiga Roundabout-Pangani-O.T.C,Inbound,0210RBA,10,Barua,-1.193017423,36.83994234,48,366,100
100,Kiambu-Kiambu Institute-Kiambu Road-Muthaiga Roundabout-Pangani-O.T.C,Inbound,0200MSH,11,Mushroom,-1.19579,36.83836,48,370,100
100,Kiambu-Kiambu Institute-Kiambu Road-Muthaiga Roundabout-Pangani-O.T.C,Inbound,0200TND,12,Thindigwa,-1.19987,36.83525,72,581,100
100,Kiambu-Kiambu Institute-Kiambu Road-Muthaiga Roundabout-Pangani-O.T.C,Inbound,0210AIK,13,Kasarini,-1.201480955,36.83447868,31,198,100
100,Kiambu-Kiambu Institute-Kiambu Road-Muthaiga Roundabout-Pangani-O.T.C,Inbound,0210MQT,14,Quickmart,-1.20231244,36.83407098,21,111,100
100,Kiambu-Kiambu Institute-Kiambu Road-Muthaiga Roundabout-Pangani-O.T.C,Inbound,0200DMD,15,Diamond Flats,-1.20399,36.83301,33,238,100
100,Kiambu-Kiambu Institute-Kiambu Road-Muthaiga Roundabout-Pangani-O.T.C,Inbound,0200BWD,16,Kasarini/Paradise Lost,-1.205964088,36.83213711,36,257,100
100,Kiambu-Kiambu Institute-Kiambu Road-Muthaiga Roundabout-Pangani-O.T.C,Inbound,0210NGE,17,Evergreen,-1.209211081,36.83307856,50,412,100
100,Kiambu-Kiambu Institute-Kiambu Road-Muthaiga Roundabout-Pangani-O.T.C,Inbound,0200BLN,18,Balkan Sec School,-1.21242,36.83392,50,387,100
100,Kiambu-Kiambu Institute-Kiambu Road-Muthaiga Roundabout-Pangani-O.T.C,Inbound,0200KWH,19,Bypass/Kwaheri Flyover,-1.215137243,36.83501244,45,337,100
100,Kiambu-Kiambu Institute-Kiambu Road-Muthaiga Roundabout-Pangani-O.T.C,Inbound,0200GTO,20,Githogoro/Kigwa,-1.21866,36.83586,53,416,100
100,Kiambu-Kiambu Institute-Kiambu Road-Muthaiga Roundabout-Pangani-O.T.C,Inbound,0200RND,21,Runda Junction,-1.22171,36.83606,46,377,100
100,Kiambu-Kiambu Institute-Kiambu Road-Muthaiga Roundabout-Pangani-O.T.C,Inbound,0200EIE,22,Ridgeviews,-1.223405331,36.83767051,38,271,100
100,Kiambu-Kiambu Institute-Kiambu Road-Muthaiga Roundabout-Pangani-O.T.C,Inbound,0210NTR,23,Naivas Ciata Mall/Ridgeways Mall,-1.22544,36.839,39,278,100
100,Kiambu-Kiambu Institute-Kiambu Road-Muthaiga Roundabout-Pangani-O.T.C,Inbound,0200RDS,24,Ridgeway Springs,-1.22895062,36.84054315,56,438,100
100,Kiambu-Kiambu Institute-Kiambu Road-Muthaiga Roundabout-Pangani-O.T.C,Inbound,0210IJI,25,Jikoni's,-1.230232716,36.8412137,27,158,100
100,Kiambu-Kiambu Institute-Kiambu Road-Muthaiga Roundabout-Pangani-O.T.C,Inbound,0200WJY,26,Wanderjoy,-1.23132,36.84252,30,178,100
100,Kiambu-Kiambu Institute-Kiambu Road-Muthaiga Roundabout-Pangani-O.T.C,Inbound,0200OTO,27,JCL Motors,-1.23544845,36.84368402,61,493,100
100,Kiambu-Kiambu Institute-Kiambu Road-Muthaiga Roundabout-Pangani-O.T.C,Inbound,0200ROC,28,Rock City,-1.23795,36.84398,40,282,100
100,Kiambu-Kiambu Institute-Kiambu Road-Muthaiga Roundabout-Pangani-O.T.C,Inbound,0200SHK,29,Shark's Palace,-1.24067,36.84427,43,307,100
100,Kiambu-Kiambu Institute-Kiambu Road-Muthaiga Roundabout-Pangani-O.T.C,Inbound,0210CID,30,KFS/CID,-1.25032,36.84657,129,1235,100
100,Kiambu-Kiambu Institute-Kiambu Road-Muthaiga Roundabout-Pangani-O.T.C,Inbound,0210ACO,31,Karura Close,-1.256085366,36.84340507,89,748,100
100,Kiambu-Kiambu Institute-Kiambu Road-Muthaiga Roundabout-Pangani-O.T.C,Inbound,0200MTE,32,Muthaiga Golf Club Entrance,-1.25774,36.84292,30,193,100
100,Kiambu-Kiambu Institute-Kiambu Road-Muthaiga Roundabout-Pangani-O.T.C,Inbound,0210MSL,33,muthaiga Golf Club Stage,-1.258874863,36.8425414,24,204,100
100,Kiambu-Kiambu Institute-Kiambu Road-Muthaiga Roundabout-Pangani-O.T.C,Inbound,0210GPN,34,Shell/Pangani Footbridge,-1.264028549,36.83792531,93,876,100
100,Kiambu-Kiambu Institute-Kiambu Road-Muthaiga Roundabout-Pangani-O.T.C,Inbound,0210SMB,35,Supermambo,-1.27024,36.8327,108,982,100
100,Kiambu-Kiambu Institute-Kiambu Road-Muthaiga Roundabout-Pangani-O.T.C,Inbound,0200TSS,36,TSS Petrol Station/Blue Hut Hotel,-1.277,36.83091,94,784,100
100,Kiambu-Kiambu Institute-Kiambu Road-Muthaiga Roundabout-Pangani-O.T.C,Inbound,0212GRD,37,OTC,-1.28614068,36.83066726,120,1254,100
105,Odeon-Westlands-Kangemi-Kinoo-Regen-Kikuyu,Inbound,0811UEU,1,Kikuyu Terminus,-1.246422529,36.66470021,0,0,80
105,Odeon-Westlands-Kangemi-Kinoo-Regen-Kikuyu,Inbound,0811APN,2,Kikuyu Town Bus Park,-1.242860556,36.66480482,52,518,80
105,Odeon-Westlands-Kangemi-Kinoo-Regen-Kikuyu,Inbound,0801GMU,3,Muguku,-1.238021851,36.66594744,70,595,80
105,Odeon-Westlands-Kangemi-Kinoo-Regen-Kikuyu,Inbound,0710GVC,4,Gitaru/Vantage School,-1.233,36.67012,88,2190,80
105,Odeon-Westlands-Kangemi-Kinoo-Regen-Kikuyu,Inbound,0810KPL,5,Kampala,-1.240285,36.675546,119,1043,80
105,Odeon-Westlands-Kangemi-Kinoo-Regen-Kikuyu,Inbound,0810RUG,6,Rungiri,-1.242892,36.677207,47,353,80
105,Odeon-Westlands-Kangemi-Kinoo-Regen-Kikuyu,Inbound,0800REG,7,Regen,-1.247038,36.681033,78,636,80
105,Odeon-Westlands-Kangemi-Kinoo-Regen-Kikuyu,Inbound,0810MTG,8,Muthiga,-1.249498,36.68443,60,480,80
105,Odeon-Westlands-Kangemi-Kinoo-Regen-Kikuyu,Inbound,0800MTG,9,Muthiga Academy,-1.251837,36.687823,59,470,80
105,Odeon-Westlands-Kangemi-Kinoo-Regen-Kikuyu,Inbound,0800KIN,10,Kinoo,-1.255397,36.694309,99,842,80
105,Odeon-Westlands-Kangemi-Kinoo-Regen-Kikuyu,Inbound,0810KIN,11,Mama Ngina,-1.257306933,36.69940531,76,616,80
105,Odeon-Westlands-Kangemi-Kinoo-Regen-Kikuyu,Inbound,0810EGT,12,87 Stage,-1.257979,36.701583,37,263,80
105,Odeon-Westlands-Kangemi-Kinoo-Regen-Kikuyu,Inbound,0810WJM,13,Wanjimi/87 Junction,-1.258501,36.703092,29,178,80
105,Odeon-Westlands-Kangemi-Kinoo-Regen-Kikuyu,Inbound,0810COP,14,Cooperation,-1.260283,36.710522,102,856,80
105,Odeon-Westlands-Kangemi-Kinoo-Regen-Kikuyu,Inbound,0811TSI,15,Kanisa/Kwa Miti,-1.26047194,36.71708375,89,741,80
105,Odeon-Westlands-Kangemi-Kinoo-Regen-Kikuyu,Inbound,0800UTH,16,Uthiru Junction,-1.260216,36.718422,26,153,80
105,Odeon-Westlands-Kangemi-Kinoo-Regen-Kikuyu,Inbound,0810MRG,17,Mariguini,-1.260015965,36.72042847,34,226,80
105,Odeon-Westlands-Kangemi-Kinoo-Regen-Kikuyu,Inbound,0810KBT,18,Kabete Police Post/Nne Market,-1.261464357,36.72582507,77,639,80
105,Odeon-Westlands-Kangemi-Kinoo-Regen-Kikuyu,Inbound,0811EOK,19,Posta/Soko nne,-1.263685226,36.73005223,67,542,80
105,Odeon-Westlands-Kangemi-Kinoo-Regen-Kikuyu,Inbound,0810TNG,20,Thiong'o,-1.263964176,36.73276663,43,319,80
105,Odeon-Westlands-Kangemi-Kinoo-Regen-Kikuyu,Inbound,0811PAO,21,Posta,-1.26411438,36.73424721,28,165,80
105,Odeon-Westlands-Kangemi-Kinoo-Regen-Kikuyu,Inbound,0800KGT,22,Mountain View,-1.264414787,36.7403841,84,710,80
105,Odeon-Westlands-Kangemi-Kinoo-Regen-Kikuyu,Inbound,0811RDH,23,Sugarboard / Shell,-1.26411438,36.74308777,43,323,80
105,Odeon-Westlands-Kangemi-Kinoo-Regen-Kikuyu,Inbound,0810KMI,24,Kangemi Soko,-1.264092922,36.74684823,55,434,80
105,Odeon-Westlands-Kangemi-Kinoo-Regen-Kikuyu,Inbound,0800HES,25,Heshima Supermarket/Stagi ya Basi,-1.264023185,36.75133824,64,507,80
105,Odeon-Westlands-Kangemi-Kinoo-Regen-Kikuyu,Inbound,0800CCK,26,CCK/Kianda School,-1.26386,36.7578,88,725,80
105,Odeon-Westlands-Kangemi-Kinoo-Regen-Kikuyu,Inbound,0811ARK,27,Waruku,-1.262853742,36.7644757,91,729,80
105,Odeon-Westlands-Kangemi-Kinoo-Regen-Kikuyu,Inbound,0810NSH,28,Nairobi School,-1.26017,36.77119,97,857,80
105,Odeon-Westlands-Kangemi-Kinoo-Regen-Kikuyu,Inbound,0810KAR,29,Kari/James Gichuru,-1.259215,36.774992,57,442,80
105,Odeon-Westlands-Kangemi-Kinoo-Regen-Kikuyu,Inbound,0800KBB,30,Kabete Barracks/ABC,-1.25889,36.77816,48,363,80
105,Odeon-Westlands-Kangemi-Kinoo-Regen-Kikuyu,Inbound,0800WDC,31,Westlands DC/Church Road/Safaricom,-1.259554625,36.78659856,112,952,80
105,Odeon-Westlands-Kangemi-Kinoo-Regen-Kikuyu,Inbound,0810WPS,32,Westlands Primary School,-1.259946227,36.79033756,55,429,80
105,Odeon-Westlands-Kangemi-Kinoo-Regen-Kikuyu,Inbound,0810LIO,33,Lion's Place,-1.260681,36.794578,62,494,80
105,Odeon-Westlands-Kangemi-Kinoo-Regen-Kikuyu,Inbound,0811TIP,34,Sarit/Pio gama pinto rd,-1.261764765,36.79956168,71,622,80
105,Odeon-Westlands-Kangemi-Kinoo-Regen-Kikuyu,Inbound,0810WST,35,Westlands Stage,-1.265439391,36.80280447,69,538,80
105,Odeon-Westlands-Kangemi-Kinoo-Regen-Kikuyu,Inbound,0800EDS,36,Eden Square,-1.26919,36.8064,72,586,80
105,Odeon-Westlands-Kangemi-Kinoo-Regen-Kikuyu,Inbound,0811CAR,37,Chiromo/Mirage,-1.27014935,36.80718452,24,138,80
105,Odeon-Westlands-Kangemi-Kinoo-Regen-Kikuyu,Inbound,0800MUS,38,Museum,-1.274128,36.811825,84,701,80
105,Odeon-Westlands-Kangemi-Kinoo-Regen-Kikuyu,Inbound,0810MCP,39,Main Campus/University Way,-1.280986,36.816241,108,1082,80
105,Odeon-Westlands-Kangemi-Kinoo-Regen-Kikuyu,Inbound,0212SNT,40,Odeon,-1.282830834,36.82492197,117,1651,80
105,Kikuyu-Regen-Kinoo-Kangemi-Westlands-Odeon,Outbound,0212SNT,1,Odeon,-1.282830834,36.82492197,0,0,80
105,Kikuyu-Regen-Kinoo-Kangemi-Westlands-Odeon,Outbound,0811MUS,2,Museum,-1.273067594,36.80932224,233,2886,80
105,Kikuyu-Regen-Kinoo-Kangemi-Westlands-Odeon,Outbound,0801CHR,3,Chiromo,-1.27084136,36.80703163,48,381,80
105,Kikuyu-Regen-Kinoo-Kangemi-Westlands-Odeon,Outbound,0810FTD,4,CFC / Delta,-1.265444756,36.80256844,94,799,80
105,Kikuyu-Regen-Kinoo-Kangemi-Westlands-Odeon,Outbound,0812WST,5,Westlands/Parklands Baptist,-1.2628,36.80031,52,411,80
105,Kikuyu-Regen-Kinoo-Kangemi-Westlands-Odeon,Outbound,0801STM,6,St. Marks/Lion's Place,-1.26132,36.79749,48,553,80
105,Kikuyu-Regen-Kinoo-Kangemi-Westlands-Odeon,Outbound,0801BRK,7,Westlands DC/Church Road/Safaricom/Brookside Drive,-1.260987,36.792201,74,626,80
105,Kikuyu-Regen-Kinoo-Kangemi-Westlands-Odeon,Outbound,0801SAF,8,AACC/Safaricom/Church Road,-1.259860396,36.78686142,76,613,80
105,Kikuyu-Regen-Kinoo-Kangemi-Westlands-Odeon,Outbound,0811AGA,9,Aga Khan High School,-1.25941515,36.78263962,61,489,80
105,Kikuyu-Regen-Kinoo-Kangemi-Westlands-Odeon,Outbound,0811ABC,10,ABC Place,-1.259077191,36.7787075,57,465,80
105,Kikuyu-Regen-Kinoo-Kangemi-Westlands-Odeon,Outbound,0801JGJ,11,James Gichuru Junction,-1.259554625,36.77536547,50,400,80
105,Kikuyu-Regen-Kinoo-Kangemi-Westlands-Odeon,Outbound,0811KAR,12,KARI,-1.25982821,36.77392244,27,163,80
105,Kikuyu-Regen-Kinoo-Kangemi-Westlands-Odeon,Outbound,0801NSH,13,Nairobi School,-1.260482669,36.77099884,46,354,80
105,Kikuyu-Regen-Kinoo-Kangemi-Westlands-Odeon,Outbound,0801DEL,14,Deloitte/Waruku,-1.263180971,36.76438987,96,827,80
105,Kikuyu-Regen-Kinoo-Kangemi-Westlands-Odeon,Outbound,0801AFL,15,Afralti/X-Telcom,-1.263771057,36.76131606,47,374,80
105,Kikuyu-Regen-Kinoo-Kangemi-Westlands-Odeon,Outbound,0811KND,16,Kianda School,-1.264071465,36.75849974,44,348,80
105,Kikuyu-Regen-Kinoo-Kangemi-Westlands-Odeon,Outbound,0801SDM,17,Sodom,-1.264328957,36.75425112,61,501,80
105,Kikuyu-Regen-Kinoo-Kangemi-Westlands-Odeon,Outbound,0810RGA,18,Kangemi Market,-1.264286041,36.75008297,60,486,80
105,Kikuyu-Regen-Kinoo-Kangemi-Westlands-Odeon,Outbound,0801SGS,19,Sugar Board/Shell Petrol Station,-1.264597178,36.74197197,108,925,80
105,Kikuyu-Regen-Kinoo-Kangemi-Westlands-Odeon,Outbound,0801MVT,20,Mountain View/Total Petrol Station,-1.264725924,36.73865676,50,399,80
105,Kikuyu-Regen-Kinoo-Kangemi-Westlands-Odeon,Outbound,0801CUS,21,Custoil/Thiong'o,-1.26396,36.73031,111,953,80
105,Kikuyu-Regen-Kinoo-Kangemi-Westlands-Odeon,Outbound,0811SKO,22,Nne Market/Sokoni,-1.26373,36.72939,21,102,80
105,Kikuyu-Regen-Kinoo-Kangemi-Westlands-Odeon,Outbound,0801KBP,23,Kabete Police Station,-1.26226,36.72651,49,370,80
105,Kikuyu-Regen-Kinoo-Kangemi-Westlands-Odeon,Outbound,0810IA-,24,Marigu-ini,-1.260348558,36.71943605,98,850,80
105,Kikuyu-Regen-Kinoo-Kangemi-Westlands-Odeon,Outbound,0801UEN,25,Uthiru Junction,-1.26079917,36.71692014,41,293,80
105,Kikuyu-Regen-Kinoo-Kangemi-Westlands-Odeon,Outbound,0801DEP,26,Deliverance Church/Kwa Miti,-1.260927916,36.71321869,54,423,80
105,Kikuyu-Regen-Kinoo-Kangemi-Westlands-Odeon,Outbound,0801SHC,27,Shell/Cooperation,-1.260461211,36.71059012,42,314,80
105,Kikuyu-Regen-Kinoo-Kangemi-Westlands-Odeon,Outbound,0801GCC,28,87 - Junction /Gachecheni,-1.25867486,36.70290828,105,897,80
105,Kikuyu-Regen-Kinoo-Kangemi-Westlands-Odeon,Outbound,0811ETT,29,87 - Stage/Total,-1.257929206,36.70088053,36,259,80
105,Kikuyu-Regen-Kinoo-Kangemi-Westlands-Odeon,Outbound,08007IV,30,Riva 87,-1.257205009,36.69942141,29,201,80
105,Kikuyu-Regen-Kinoo-Kangemi-Westlands-Odeon,Outbound,0811JMK,31,Jacmil Supermarket/Kinoo Stage,-1.25535965,36.69366002,83,692,80
105,Kikuyu-Regen-Kinoo-Kangemi-Westlands-Odeon,Outbound,0801MUC,32,Muthiga Academy,-1.252221465,36.68800056,88,738,80
105,Kikuyu-Regen-Kinoo-Kangemi-Westlands-Odeon,Outbound,0801MUM,33,Muthiga/Kikopey,-1.249619722,36.68435812,64,511,80
105,Kikuyu-Regen-Kinoo-Kangemi-Westlands-Odeon,Outbound,0801DMN,34,Dominion Church,-1.24756515,36.68145061,53,405,80
105,Kikuyu-Regen-Kinoo-Kangemi-Westlands-Odeon,Outbound,0801RGN,35,Regen Filling Station,-1.246497631,36.68014705,30,187,80
105,Kikuyu-Regen-Kinoo-Kangemi-Westlands-Odeon,Outbound,0811RNG,36,Rungiri,-1.242828369,36.67692304,69,553,80
105,Kikuyu-Regen-Kinoo-Kangemi-Westlands-Odeon,Outbound,0801KMP,37,Kampala Way Filling Station,-1.240333915,36.67538881,45,326,80
105,Kikuyu-Regen-Kinoo-Kangemi-Westlands-Odeon,Outbound,0810TNA,38,Gitaru Junction,-1.235017776,36.67133331,90,792,80
105,Kikuyu-Regen-Kinoo-Kangemi-Westlands-Odeon,Outbound,0800UWI,39,Gitaru Kwa Gwacii,-1.235532761,36.66768551,54,654,80
105,Kikuyu-Regen-Kinoo-Kangemi-Westlands-Odeon,Outbound,0813KKS,40,Kikuyu Terminus,-1.246669292,36.66506767,148,1386,80
106,Koja-UN-Ruaka-Banana,Outbound,0102KHJ,1,Koja,-1.281428,36.822532,0,0,60
106,Koja-UN-Ruaka-Banana,Outbound,0811ANG,2,Fig Tree,-1.275692314,36.82295322,79,799,60
106,Koja-UN-Ruaka-Banana,Outbound,0101JHS,3,Jamhuri High School,-1.27335,36.82297,38,299,60
106,Koja-UN-Ruaka-Banana,Outbound,0101STP,4,Stima Plaza,-1.27043,36.82048,56,439,60
106,Koja-UN-Ruaka-Banana,Outbound,0111SPS,5,Stima Plaza Stage,-1.2696,36.8204,20,93,60
106,Koja-UN-Ruaka-Banana,Outbound,0101WBR,6,Wambugu Road,-1.26799,36.82127,32,215,60
106,Koja-UN-Ruaka-Banana,Outbound,0101AGA,7,Aga Khan Academy,-1.26628,36.82331,42,307,60
106,Koja-UN-Ruaka-Banana,Outbound,0111OLB,8,OiLibya/2nd Parklands Avenue,-1.26469,36.82432,32,210,60
106,Koja-UN-Ruaka-Banana,Outbound,0111ACP,9,Agha khan hospital junction/ 3rd parklands ave,-1.261894941,36.82537794,46,352,60
106,Koja-UN-Ruaka-Banana,Outbound,0101CPK,10,City Park,-1.26057,36.82615,28,192,60
106,Koja-UN-Ruaka-Banana,Outbound,0111ATA,11,Total City Park,-1.259304017,36.82673782,26,157,60
106,Koja-UN-Ruaka-Banana,Outbound,0111RHK,12,6th Parklands Avenue/Regal House/Kobil,-1.25777,36.82691,28,181,60
106,Koja-UN-Ruaka-Banana,Outbound,0111GIM,13,Muthaiga Mini Market,-1.2501508,36.82074845,128,1803,60
106,Koja-UN-Ruaka-Banana,Outbound,0111BEK,14,Belgian Embassy/Karura,-1.24701,36.8156,83,825,60
106,Koja-UN-Ruaka-Banana,Outbound,0111KOG,15,Kobil Gigiri,-1.239407301,36.81168795,113,1005,60
106,Koja-UN-Ruaka-Banana,Outbound,0111TUN,16,UNEP/Gigiri/KTTC,-1.238681674,36.81054533,26,154,60
106,Koja-UN-Ruaka-Banana,Outbound,0111RHR,17,Redhill Road/Polish Embassy,-1.234529614,36.80346429,109,938,60
106,Koja-UN-Ruaka-Banana,Outbound,0111VMA,18,Village Market,-1.22876,36.80443,80,693,60
106,Koja-UN-Ruaka-Banana,Outbound,0111AES,19,Rosslyn Valley,-1.223200679,36.80257916,80,756,60
106,Koja-UN-Ruaka-Banana,Outbound,0111KRU,20,Karura/Runda,-1.22082,36.80136,42,332,60
106,Koja-UN-Ruaka-Banana,Outbound,0101REE,21,Runda Estate Entrance,-1.2186,36.80168,37,257,60
106,Koja-UN-Ruaka-Banana,Outbound,0101ROR,22,Rosslyn Road/Riviera,-1.217250824,36.80042267,32,213,60
106,Koja-UN-Ruaka-Banana,Outbound,0101ROK,23,Rosslyn Road/Karura Community Chapel,-1.216499805,36.79930687,26,152,60
106,Koja-UN-Ruaka-Banana,Outbound,0111TOE,24,Two Rivers,-1.214559316,36.79499388,67,540,60
106,Koja-UN-Ruaka-Banana,Outbound,0101SHR,25,Shakers/Rosslyn Gate,-1.21115,36.79024,80,632,60
106,Koja-UN-Ruaka-Banana,Outbound,0111OLS,26,Total Rosslyn,-1.21055907,36.78952754,21,102,60
106,Koja-UN-Ruaka-Banana,Outbound,0101DPB,27,Delta Petrol Station/Border,-1.20918,36.7882,33,235,60
